"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Modern Escape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Mo's Little Darlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Rather Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Buy the Rights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Master Controller",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Hogie the Player",4,"G","L","B",124,,28689,"4","",5,3.84,"","",9.68,5.04,3.78,3,1,1,1,,,1,1,1,,,,,,,"in hand ins,cleard3/16","Troy","S.","Wismer","Luan","","Machado",,"Novogratz Racing Stables, Inc.","","","","","","","","OP","02/19/2026",8,7,"set pace ins, in hand turn, shook clear 3/16, held sway","Omaha Beach","In Jail","Into Mischief","03/10/2022","ON",,,"","","Paul Braverman","DK B/",157341,258234,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Utopian",5,"G","L","B",126,,20054,"2","",8,4.81,"","",,5.46,3.64,2,5,5,4,,,2,2,2,3.60,2.50,,,1.50,2.00,"keen btw5/8,3-4p,ranon","Jose","M.","Camejo","Edgar","","Morales",,"Kevin Stedman","","","","","","","","TP","02/28/2026",3,1,"keen btw 5/8, midpck 3-4p, roused 1/4, ran on, up place 1/8, held","Curlin","Magical Ride","Storm Cat","04/17/2021","KY",,,"","","Hill N Dale Equine Holdings, Inc","B",162009,946445,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Tagliatelle",5,"G","L","",124,25000,10027,"11","",20,23.04,"","",,,7.66,8,8,8,8,,,7,3,3,4.80,6.10,,,4.70,2.75,"4p,5-6p3/16,edged show","Eric","N.","Foster","Gabriel","","Saez",,"West Venture Racing LLC","","","","","","","","TP","02/26/2026",8,6,"trailed 4p, 5-6p3/16, rallied, edged show","Tapwrit","Orecchiette","Harlan's Holiday","03/03/2021","KY",,,"","","Eclipse Thoroughbred Partners","B",121307,190256,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Falfurrias",5,"G","L","B",124,,5014,"10","",8,5.03,"","",,,,7,7,7,7,,,6,4,4,4.70,4.60,,,3.70,3.25,"4p,5p upr,stayed btw","Steve","","Klesaris","Joel","","Rosario",,"La Marca Stable","","","","","","","","GP","01/01/2026",6,5,"brush start, off pace 4p, 4-5p upper, stayed on btw, outkckd show","Runhappy","Dancing to Town","Speightstown","04/06/2021","KY",,,"","","Bass Stables, LLC","DK B/",109183,110000,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Curlin's Gesture",6,"G","L","B",124,,3008,"8","",12,10.21,"","",,,,6,6,6,6,,,5,5,5,4.60,4.10,,,3.60,3.35,"2p,btw 3/8,mildly","David","","Jacobson","Gerardo","","Corrales",,"David Jacobson","","","","","","","","CD","11/30/2025",12,9,"brush btw st, off pace 2p, btw 3/8, stayed on mildly, missed 4th","Curlin","Sky Gesture","Tiznow","01/15/2020","KY",,,"","","Phoenix Thoroughbred III, LTD.","B",157273,257611,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Wakan",4,"H","L","B",124,,938,"5","",20,17.03,"","",,,,4,3,3,2,,,3,6,6,2.50,1.00,,,1.60,4.10,"3-2w,press winnr,faded","Marcelino","","Torres","Constantino","","Roman",,"Really and Truly Thoroughbreds, Inc.","","","","","","","","TP","02/26/2026",9,6,"brush st,stalk 3wd,pressed winner 2wd turn,yielded 3/16,gave way","Malibu Moon","Whispering Beauty","Arch","02/10/2022","KY",,,"","","Skyfall Thoroughbreds, LLC","DK B/",142402,978015,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Chiseler",6,"G","L","",124,25000,938,"7","",3,1.6,"Y","",,,,5,2,2,3,,,4,7,7,1.00,1.50,,,2.10,8.85,"press,chsd ins,left ld","Joe","","Sharp","Rafael","Manuel","Hernandez",,"TEC Racing (Elliott S. Logan)","Y","Brittany","A.","Vanden Berg","Marsico Brothers Racing LLC","","","TP","02/05/2026",8,3,"brushed btwn start,pressed 2wd, chased ins turn, faded, left lead","Speightstown","Spindle","Hard Spun","02/20/2020","KY",,3,"","","Purple H Bloodstock","CH",110011,951499,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Global Sensation",7,"G","L","B",124,25000,932,"1","",6,9.24,"","",,,,1,4,4,5,,,8,8,8,2.60,4.00,,,6.20,13.85,"track ins,chased,faded","Michael","J.","Maker","Fernando","","De La Cruz",,"Paradise Farms Corp., Staudacher, David and Turman, Frank","","","","","","","","TP","02/12/2026",10,8,"tracked inside, chased turn, faded","Into Mischief","Carnival Court","Street Sense","03/20/2019","KY",,,"","","Godolphin","B",126107,29986,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",3,"TB",8.00,"","P","","M","MSW","","","","03","",100000,,,"","",9,"FST","C","1:47",,"","",23.720,47.640,72.480,85.620,,99.330,157402,65,,2,2,,,,,,,,,,,,,"Fancy Gentleman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",.50,3,134.46,"12-4-5",58862.00,"D",1.00,,19.83,"4-5",22602.00,"E",2.00,,49.28,"5-9",156110.00,"M",.50,3,4.04,"12-3-3",,"M",.50,3,4.04,"12-3-11",,"M",.50,3,22.24,"12-3-5",,"M",.50,3,25.58,"12-4-3",,"M",.50,3,25.58,"12-4-11",,"S",.10,,148.16,"5-9-10-7",48533.00,"T",.50,,85.66,"5-9-10",65944.00,"Z",1.00,,4.00,"4-3",,"Z",1.00,,4.00,"4-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",3,"TB",8.00,"","P","","M","MSW","","","","03","",100000,,,"","",9,"FST","C","1:47",,"","",23.720,47.640,72.480,85.620,,99.330,157402,65,,2,2,,,,,,,,,,,,,"Mister Landry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",.50,3,134.46,"12-4-5",58862.00,"D",1.00,,19.83,"4-5",22602.00,"E",2.00,,49.28,"5-9",156110.00,"M",.50,3,4.04,"12-3-3",,"M",.50,3,4.04,"12-3-11",,"M",.50,3,22.24,"12-3-5",,"M",.50,3,25.58,"12-4-3",,"M",.50,3,25.58,"12-4-11",,"S",.10,,148.16,"5-9-10-7",48533.00,"T",.50,,85.66,"5-9-10",65944.00,"Z",1.00,,4.00,"4-3",,"Z",1.00,,4.00,"4-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
