"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Modern Escape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Mo's Little Darlin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Rather Late",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Temple Goddess",3,"F","L","",120,,59541,"12","",10,9.27,"","",20.54,9.3,6.16,9,9,9,8,4,,1,1,1,4.80,4.10,1.20,,,,"4-3p,btw,bid 4w,cleard","Jimmy","","Corrigan","Danny","","Sheehy",,"Souped Up Stables","","","","","","","","TP","02/26/2026",5,3,"trailed 4-3p, advanced btwn 7/16, bid 4w3/16, cleared, held sway","Temple City","Revelstoke","Monashee Mountain","03/13/2023","KY",,,"","","Tom Campbell","DK B/",177166,24015,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Adorable Moments",3,"F","L","B",120,,19549,"4","",8,13.06,"","",,13.58,7.88,2,2,1,1,1,,2,2,2,,,,,.50,1.00,"ins pair 2nd,fought on","D. Whitworth","","Beckman","Joseph","D.","Ramos",,"Baer, Deann and Greg","","","","","","","","FG","02/28/2026",4,8,"set pace 2p-ins,ins pair 2nd,headed upper,fought on,secured place","Authentic","Adore You","Tactical Cat","05/05/2023","KY",,,"","","Deann Baer & Greg Baer DVM","GR/RO",165567,971712,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"West of Lex",3,"F","L","F",120,,9775,"8","",6,11.9,"","",,,9.22,6,5,4,3,3,,3,3,3,2.00,1.00,.20,,.60,1.50,"bob bit st,4-3w,vie2nd","John","C.","Servis","Walter","A.","Rodriguez",,"Main Line Racing Stable","","","","","","","","TP","02/26/2026",5,6,"bobble bit st,prss 3w-4p,vied 3p2nd,outkckd upr,kept on,held show","Practical Joke","Classydame","Blame","02/01/2023","KY",,,"","","Nancy C. Shuford","DK B/",171494,1693,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Reachingforthemoon",3,"F","L","B",120,,4887,"10","",8,3.91,"","",,,,8,8,7,6,6,,5,4,4,3.70,3.50,3.20,,3.10,2.75,"2w btw,5p2nd,left lead","Paulo","H.","Lobo","Alberto","","Burgos",,"Bonne Chance Farm, LLC","","","","","","","","TP","03/07/2026",7,4,"off pace 2wd btwn, 5p1/2, chased 2nd, stayed on, left lead","Essential Quality","Glory and Power","Medaglia d'Oro","03/20/2023","KY",,,"","","Bonne Chance Farm, LLC","GR/RO",165574,207791,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Princess Julie",3,"F","L","",120,,2932,"9","",10,24.74,"","",,,,7,6,8,9,9,,8,5,5,3.80,5.10,5.70,,5.70,6.25,"5-3p,6p3/16,moved up","Eric","N.","Foster","Rafael","Manuel","Hernandez",,"Maxis Stable, Foster Family Racing, Blaney, Ryan and Iracane, John","","","","","","","","TP","02/21/2026",7,7,"off pace 5-4p, 3p2nd, 6p3/16, moved up","Caravaggio","Srikinglybeautiful","Smart Strike","04/18/2023","KY",,,"","","Pursuit of Success LLC","DK B/",110011,190256,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Nicksie",3,"F","L","B",120,,829,"5","",2.5,1.88,"Y","",,,,3,3,5,5,7,,7,6,6,2.10,2.50,3.70,,5.20,7.75,"track 3-4pbtw,gave way","Thomas","","Drury, Jr.","John","R.","Velazquez",,"Cherry Valley Farm, LLC","","","","","","","","TP","02/12/2026",5,4,"brushed btwn start, tracked 3p btwn, 4p1/2, chased 2nd, gave way","War of Will","Gypsy Touch","Runhappy","02/17/2023","KY",,,"","","Cherry Valley Farm, LLC","B",2089,488,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Miss Milky Way",3,"F","L","B",120,,829,"6","",3,4.7,"","",,,,4,4,6,7,8,,9,7,7,3.60,3.60,4.20,,6.20,9.00,"inside, no factor","Thomas","","Drury, Jr.","Luan","","Machado",,"Maccabee Farm LLC","","","","","","","","TP","02/26/2026",5,7,"off pace inside, no factor","Alternation","Pancake","Corinthian","04/08/2023","KY",,,"","","Maccabee Farm","CH",157341,488,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Divine Passion",3,"F","L","",120,,829,"7","",15,4.75,"","",,,,5,7,2,2,2,,4,8,8,1.00,.50,.10,,1.60,9.25,"prmpt 2wbtw,vied,faded","Kenneth","G.","McPeek","Julien","R.","Leparoux",,"Wade, John and Baker, Stephen R.","","","","","","","","SAR","08/29/2025",2,7,"prompted 2wd btwn, 3-2p, vied 2nd, faded upper","Hard Spun","Passion","Came Home","02/28/2023","KY",,,"","","Alpha Delta Stables, LLC","B",117753,1226,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",1,"TB",8.00,"","P","","M","MSW","","","F","03","",100000,,,"","",9,"FST","C","12:46",,"","",24.140,48.840,73.860,86.510,,100.280,124356,65,,2,2,,,,,,,,,,,,,"Never Said No",3,"F","L","",120,,829,"1","",20,34.05,"","",,,,1,1,3,4,5,,6,9,9,1.50,2.00,2.20,,5.10,16.50,"ins,chased 2p2nd,wknd","George","R.","Arnold II","Gabriel","","Saez",,"G. Watts Humphrey, Jr.","","","","","","","","TP","01/22/2026",5,8,"stalked inside, chased 2p2nd, wknd","Gun Runner","Miss Squeal","Smart Strike","02/03/2023","KY",,,"","","G. Watts Humphrey Jr.","CH",121307,12433,,,,,,,,,,,,,,,"E",2.00,,233.16,"12-4",103462.00,"S",.10,,472.49,"12-4-8-10",35593.00,"T",.50,,610.66,"12-4-8",52138.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TP","03/21/2026",2,"TB",6.00,"","P","","M","AOC","NW1$      X","","","3U","",102000,25000,25000,"","",8,"FST","C","1:17",,"","",22.340,45.630,57.800,,,70.630,145634,50,,1,1,,,,,,,,,,,,,"Barksdale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Y","T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D",1.00,,58.42,"12-4",43675.00,"E",2.00,,44.74,"4-2",128006.00,"S",.10,,99.47,"4-2-11-10",42453.00,"T",.50,,114.90,"4-2-11",56371.00,"Z",1.00,,10.02,"12-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
