Date,Track,Race Number,Distance,Surface,#1 Wager Type,#1 Wager Unit,#1 Number Right,#1 Wager Payout,#1 Winning Pgm Numbers,#1 Total Pool
03/24/2026,PHA,5,6.00,Dirt,Pick 3,1.00,3,173.00,5-3-1,27728.00
03/24/2026,PHA,5,6.00,Dirt,Pick 3,1.00,3,173.00,5-3-1,27728.00
03/24/2026,PHA,5,6.00,Dirt,Pick 3,1.00,3,173.00,5-3-1,27728.00
03/24/2026,PHA,5,6.00,Dirt,Pick 3,1.00,3,173.00,5-3-1,27728.00
03/24/2026,PHA,5,6.00,Dirt,Pick 3,1.00,3,173.00,5-3-1,27728.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,6,6.00,Dirt,Pick 3,1.00,3,107.40,3-1-7,15135.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,7,6.50,Dirt,Pick 3,1.00,3,89.20,1-7-1,23651.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,8,8.32,Dirt,Pick 3,1.00,3,42.70,7-1-2,22735.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,9,6.00,Dirt,Pick 3,1.00,3,30.30,1-2-4,16522.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/24/2026,PHA,10,6.00,Dirt,Pick 3,1.00,3,68.80,2-4/5-8,55568.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,1,8.00,Turf,Exacta,1.00,,12.70,3-5,119277.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,2,8.00,Dirt,Daily Double,2.00,,78.80,3-2,36303.00
03/22/2026,SA,3,6.50,Turf,Pick 3,1.00,3,177.40,3-2-1,43359.00
03/22/2026,SA,3,6.50,Turf,Pick 3,1.00,3,177.40,3-2-1,43359.00
03/22/2026,SA,3,6.50,Turf,Pick 3,1.00,3,177.40,3-2-1,43359.00
03/22/2026,SA,3,6.50,Turf,Pick 3,1.00,3,177.40,3-2-1,43359.00
03/22/2026,SA,3,6.50,Turf,Pick 3,1.00,3,177.40,3-2-1,43359.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,4,7.00,Dirt,Pick 3,1.00,3,265.90,2-1-6,17574.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,5,6.50,Turf,Pick 3,1.00,3,191.90,1-6-3,65303.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,6,8.00,Dirt,Pick 3,1.00,3,106.50,6-3-2,67284.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,7,6.00,Turf,Pick 3,1.00,3,146.40,3-2-10,56648.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,8,5.50,Dirt,Pick 3,1.00,3,68.90,2-10-8,30471.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/22/2026,SA,9,8.00,Turf,Pick 3,3.00,3,1587.00,10-8-11,287414.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,1,5.50,Dirt,Exacta,1.00,,65.20,5-7,42115.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,2,6.00,Dirt,Daily Double,1.00,,32.20,5-7,23354.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,3,7.00,Dirt,Pick 3,.50,3,64.45,5-7-2,31487.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,4,6.00,Dirt,Pick 3,.50,3,31.55,7-2-7,15409.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,5,8.50,Turf,Pick 3,.50,3,82.10,2-7-4,16356.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,6,7.00,Dirt,Pick 3,.50,3,59.40,7-4-7,31208.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,7,8.50,Turf,Pick 3,.50,3,17.80,4-7-6,23555.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,8,6.00,Dirt,Pick 3,.50,3,5.00,7-6-7,20247.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/18/2026,TAM,9,8.00,Turf,Pick 3,.50,3,16.25,6-7-3,53961.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,1,6.50,PolyTrack,Exacta,2.00,,10.44,9-6,30224.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,2,6.50,PolyTrack,Daily Double,1.00,,34.74,9-4,16738.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,3,8.00,PolyTrack,Pick 3,.50,3,94.11,9-4-3,23009.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,4,6.00,PolyTrack,Pick 3,.50,3,101.33,4-3-8,13741.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,5,6.00,PolyTrack,Pick 3,.50,3,22.76,3-8-6,46376.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,6,6.00,PolyTrack,Pick 3,.50,3,97.34,8-6-9,18976.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,7,8.50,PolyTrack,Pick 3,.50,3,196.08,6-9-1,20326.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,8,6.00,PolyTrack,Pick 3,.50,3,177.06,9-1-5,21820.00
03/12/2026,TP,9,8.00,PolyTrack,Pick 3,.50,3,40.71,1-5-9,17775.00
03/12/2026,TP,9,8.00,PolyTrack,Pick 3,.50,3,40.71,1-5-9,17775.00
03/12/2026,TP,9,8.00,PolyTrack,Pick 3,.50,3,40.71,1-5-9,17775.00
03/12/2026,TP,9,8.00,PolyTrack,Pick 3,.50,3,40.71,1-5-9,17775.00
03/12/2026,TP,9,8.00,PolyTrack,Pick 3,.50,3,40.71,1-5-9,17775.00
